t_index	 term	df
1741  avner  2
1742  avoid  59
1743  avow  1
1744  aw  10
1745  awad  2
1746  await  26
1747  awaken  2
1748  awar  18
1749  award  9
1750  away  166
1751  awe  3
1752  aweigh  1
1753  awestruck  1
1754  awkward  4
1755  awn  4
1756  awok  1
1757  axam  1
1758  axe  1
1759  ay  2
1760  ayatollah  1
1761  aykroyd  1
1762  ayman  5
1763  aynaoui  1
1764  ayr  1
1765  ayyam  1
1766  az  1
1767  aziz  1
1768  azul  1
1769  azulay  2
1770  b  11
1771  b292  2
1772  b52  1
1773  b92  2
1774  ba  2
1775  babenko  2
1776  babi  14
1777  babkin  6
1778  baboa  1
1779  back  358
1780  backa  1
1781  backandforth  1
1782  backbo  1
1783  backcourt  1
1784  backdrop  4
1785  backer  14
1786  backfir  5
1787  background  4
1788  backhand  14
1789  backho  1
1790  backlash  3
1791  backstop  2
1792  backtoback  5
1793  backup  2
1794  backward  3
1795  backyard  1
1796  bacon  18
1797  bad  39
1798  badg  3
1799  badli  39
1800  badrasen  5
1801  baffl  2
1802  bag  14
1803  bagad  1
1804  baggag  1
1805  baghbel  1
1806  baghdad  2
1807  bahgbo  5
1808  bahrain  34
1809  bahrainbas  3
1810  bai  1
1811  baijubahi  2
1812  bail  4
1813  bailey  6
1814  baird  1
1815  bairnt  1
1816  bakarec  3
1817  bake  2
1818  baken  1
1819  baker  5
1820  bakhshish  1
1821  bakri  5
1822  balanc  20
1823  balawat  1
1824  balcacer  2
1825  balconi  11
1826  bald  1
1827  balintkurti  1
1828  balk  4
1829  balkan  25
1830  ball  29
1831  ballard  1
1832  ballast  2
1833  ballena  1
1834  ballist  1
1835  ballo  1
1836  balloon  3
1837  ballot  72
1838  ballroom  2
1839  ballstrik  1
1840  balonia  1
1841  balsamo  1
1842  baltimor  3
1843  baltin  1
1844  bamba  3
1845  bambi  1
1846  bamboo  2
1847  bamboosupport  2
1848  bament  1
1849  ban  24
1850  banco  1
1851  band  11
1852  bandag  8
1853  bandanna  3
1854  bandit  1
1855  bang  7
1856  bangalor  1
1857  bangaru  3
1858  bangladesh  5
1859  bank  68
1860  banker  10
1861  bankfraud  1
1862  bankrupt  5
1863  bankruptci  4
1864  banner  9
1865  banquet  1
1866  baptist  5
1867  bar  54
1868  barak  9
1869  barb  4
1870  barbar  2
1871  barbara  24
1872  barber  1
1873  barbershop  1
1874  barcelona  1
1875  bare  46
1876  barefacedli  1
1877  barent  36
1878  barg  3
1879  bargain  9
1880  bari  1
1881  bark  1
1882  barkina  2
1883  barkolla  1
1884  barkova  3
1885  barna  4
1886  barney  1
1887  barnstorm  1
1888  barot  1
1889  barov  1
1890  barr  1
1891  barrack  35
1892  barrag  2
1893  barrel  2
1894  barrera  2
1895  barri  1
1896  barricad  18
1897  barrier  12
1898  bartlett  1
1899  barua  5
1900  base  166
1901  basebal  4
1902  baseballstyl  1
1903  baseerod  1
1904  baselin  16
1905  baselinebound  1
1906  basement  1
1907  basher  1
1908  bashraheel  1
1909  bashrahel  1
1910  basi  15
1911  basic  43
1912  basilica  1
1913  bask  2
1914  basket  3
1915  basketbal  1
1916  basset  1
1917  bassiouni  1
1918  bastion  6
1919  batch  1
1920  bath  4
1921  bathroom  3
1922  bathtub  1
1923  batic  2
1924  baton  4
1925  battalion  3
1926  batten  1
1927  batter  8
1928  batteri  1
1929  batteryoper  1
1930  battl  76
1931  battlefield  4
1932  battleground  8
1933  battleharden  2
1934  bauman  6
1935  bautista  1
1936  bavaria  1
1937  bay  7
1938  bazaar  1
1939  bbc  29
1940  be  47
1941  beach  17
1942  beachfront  1
1943  bead  1
1944  beal  1
1945  beam  13
1946  bean  3
1947  bear  23
1948  beard  18
1949  bearer  2
1950  beat  79
1951  beaten  31
1952  beater  3
1953  beaumontbas  1
1954  beauti  6
1955  beaver  1
1956  becam  104
1957  becaus  12
1958  becausec  1
1959  beci  2
1960  becker  1
1961  becom  115
1962  bed  33
1963  bedanova  2
1964  bedi  12
1965  bedouin  1
1966  bedroom  6
1967  bedsheet  1
1968  beef  6
1969  been  24
1970  beer  2
1971  befit  1
1972  befor  37
1973  befriend  1
1974  befuddl  1
1975  beg  4
1976  began  156
1977  beggar  1
1978  begin  151
1979  begun  31
1980  behalf  8
1981  behan  1
1982  behari  3
1983  behav  9
1984  behavior  10
1985  behind  155
1986  behindthescen  2
1987  beholden  3
1988  beij  3
1989  beirut  9
1990  bekki  3
1991  belaru  1
1992  belch  1
1993  beleagu  3
1994  belgian  5
1995  belgium  6
1996  belgrad  100
1997  beli  1
1998  belida  3
1999  belief  17
2000  believ  292
2001  belittl  1
2002  bell  4
2003  belliger  1
2004  belong  31
2005  belov  5
2006  below  14
2007  belt  8
2008  bema  2
2009  bemoan  1
2010  ben  5
2011  bench  4
2012  benchmark  1
2013  bend  2
2014  beneath  31
2015  benefactor  2
2016  benefici  1
2017  beneficiari  1
2018  benefit  17
2019  benevol  7
2020  benign  1
2021  benin  8
2022  benito  1
2023  benjamin  2
2024  bennett  1
2025  benni  1
2026  bent  13
2027  benton  1
2028  bequeath  1
2029  berat  1
2030  bere  1
2031  beresich  1
2032  beretta  1
2033  bergen  1
2034  berger  25
2035  berlin  8
2036  bernstein  2
2037  bershard  1
2038  bershevski  1
2039  berth  2
2040  beschloss  1
2041  beset  2
2042  besid  27
2043  besieg  4
2044  bespectacl  2
2045  best  94
2046  bestequip  1
2047  bestkept  1
2048  bestknown  6
2049  bet  4
2050  beta  7
2051  betajon  1
2052  beth  1
2053  betray  4
2054  betrisia  1
2055  better  119
2056  bettertrain  1
2057  between  2
2058  bevan  1
2059  beveneari  1
2060  bewild  1
2061  beyond  37
2062  bhaba  2
2063  bhachau  4
2064  bhagat  1
2065  bhakta  1
2066  bharatiya  3
2067  bharpi  3
2068  bhaskar  5
2069  bhat  1
2070  bhatt  1
2071  bhavesh  1
2072  bhowmik  1
2073  bhug  1
2074  bhuj  33
2075  bia  1
2076  biafran  2
2077  biarritz  3
2078  bias  8
2079  bibl  4
2080  bibleread  1
2081  biblic  1
2082  bicker  3
2083  bicycl  5
2084  bid  50
2085  bidanora  1
2086  big  76
2087  bigciti  1
2088  bigger  8
2089  biggest  39
2090  bigot  1
2091  bigticket  1
2092  bihari  10
2093  bilater  8
2094  bilingu  1
2095  bill  68
2096  billboard  2
2097  billet  1
2098  billi  4
2099  billion  54
2100  billionair  9
2101  billiondollar  5
2102  billow  13
2103  biltera  1
2104  bimal  2
2105  bin  87
2106  bind  5
2107  bindra  3
2108  bingaman  2
2109  bingo  1
2110  binladen  1
2111  binocular  5
2112  biogeneticist  1
2113  biograph  3
2114  biographi  4
2115  biolog  4
2116  bion  1
2117  bipartisan  2
2118  bipartisanship  1
2119  bird  3
2120  birger  1
2121  birth  9
2122  birthday  6
2123  birthmark  1
2124  birthplac  1
2125  biscuit  3
2126  bishop  2
2127  bit  46
2128  bite  2
2129  bitka  1
2130  bitten  1
2131  bitter  19
2132  bitterli  10
2133  bittersweet  2
2134  bizarr  10
2135  bjorn  1
2136  black  57
2137  blackclad  1
2138  blacken  4
2139  blackmail  5
2140  blackout  4
2141  blackrob  3
2142  blackti  2
2143  blade  1
2144  blair  15
2145  blakemor  1
2146  blame  56
2147  blanchard  1
2148  blanco  7
2149  bland  1
2150  blanda  1
2151  blank  2
2152  blanket  35
2153  blankli  2
2154  blare  1
2155  blast  109
2156  blatant  2
2157  blaze  6
2158  bleach  1
2159  bleachblond  1
2160  bleacher  1
2161  bleak  1
2162  bled  1
2163  bleed  2
2164  blemish  1
2165  blend  4
2166  bless  9
2167  blew  41
2168  blewup  1
2169  blind  8
2170  blindli  5
2171  blink  3
2172  blister  2
2173  blitz  1
2174  blitzer  1
2175  blizzard  5
2176  bloat  4
2177  bloc  7
2178  block  83
2179  blockad  15
2180  blocker  1
2181  blocki  1
2182  blokosso  1
2183  blond  4
2184  blondhair  1
2185  blood  31
2186  bloodbath  2
2187  bloodchil  2
2188  bloodi  8
2189  bloodiest  1
2190  bloodless  2
2191  bloodsh  9
2192  bloodspatt  1
2193  bloodsplatt  1
2194  bloodstain  1
2195  bloomberg  1
2196  bloomer  1
2197  blous  1
2198  blow  25
2199  blown  11
2200  blowtorch  1
2201  blue  43
2202  blueprint  11
2203  bluewat  1
2204  bluf  5
2205  blunk  1
2206  blunt  2
2207  bluntli  2
2208  blur  2
2209  blurb  1
2210  blusteri  1
2211  blvd  1
2212  bnai  1
2213  board  62
2214  boarder  5
2215  boardwalk  1
2216  boast  3
2217  boat  117
2218  boater  1
2219  boatmen  1
2220  bob  24
2221  bobbi  6
2222  bobic  1
2223  bodi  188
2224  bodien  1
2225  bodin  9
2226  bodon  1
2227  bodyguard  10
2228  bodyhunt  3
2229  boe  2
2230  bog  2
2231  boga  1
2232  bogg  1
2233  bogu  4
2234  bohdan  2
2235  boil  1
2236  boister  1
2237  bojic  1
2238  bold  3
2239  boldli  1
2240  bolivia  1
2241  bolona  2
2242  bolster  12
2243  bolt  1
2244  bomb  255
2245  bombard  2
2246  bombay  5
2247  bombdamag  1
2248  bomber  57
2249  bombet  2
2250  bombey  1
2251  bombladen  2
2252  bombmak  15
2253  bombshel  1
2254  bond  17
2255  bone  52
2256  bonecardi  1
2257  boneweari  1
2258  bonfir  3
2259  bonilla  1
2260  bonni  1
2261  bono  1
2262  bonu  1
2263  boo  3
2264  boobytrap  3
2265  book  26
2266  bookend  1
2267  boom  7
2268  boost  14
2269  booster  1
2270  boot  4
2271  bootbrush  1
2272  booth  8
2273  bor  1
2274  border  53
2275  bore  3
2276  borg  1
2277  bori  7
2278  borisav  1
2279  borislav  3
2280  borisov  1
2281  borivoj  1
2282  bork  1
2283  borka  1
2284  born  38
2285  bornagain  1
2286  borneo  4
2287  borotra  1
2288  borrow  2
2289  borzon  1
2290  bosnia  13
2291  bosniaherzegovina  3
2292  bosnian  5
2293  boss  10
2294  boston  17
2295  bostoni  1
2296  botch  5
2297  both  7
2298  bother  9
2299  bottl  5
2300  bottom  27
2301  bouak  1
2302  boucher  8
2303  bouffard  1
2304  bought  10
2305  boulevard  1
2306  bounc  7
2307  bound  14
2308  boundari  2
2309  bounti  1
2310  bout  5
2311  bow  11
2312  bowel  2
2313  bowen  2
2314  bowl  1
2315  bowman  1
2316  bowmen  1
2317  bowrey  1
2318  box  17
2319  boxer  1
2320  boy  35
2321  boycot  26
2322  boycott  18
2323  boyd  1
2324  boyfriend  4
2325  bozov  3
2326  braca  2
2327  brace  4
2328  braci  1
2329  bracket  1
2330  brad  6
2331  bradi  1
2332  bradman  1
2333  bradshaw  1
2334  brag  4
2335  brain  2
2336  brainwash  3
2337  brake  1
2338  branch  9
2339  brand  6
2340  brandish  6
2341  brandon  1
2342  brash  2
2343  brass  4
2344  brave  6
2345  bravent  1
2346  braveri  2
2347  bravo  4
2348  brazen  1
2349  brazil  2
2350  brazilian  1
2351  breach  3
2352  bread  1
2353  breadbasket  2
2354  break  104
2355  breakaway  2
2356  breakdown  3
2357  breaker  1
2358  breakfast  6
2359  breakout  9
2360  breakpoint  1
2361  breakthrough  12
2362  breakup  4
2363  breast  4
2364  breath  6
2365  breaux  1
2366  breed  5
2367  breez  6
2368  breme  1
2369  bremer  1
2370  brenton  2
2371  brevant  1
2372  brew  3
2373  brewer  1
2374  brian  15
2375  bribe  40
2376  briberi  10
2377  brick  10
2378  brickwal  1
2379  bride  1
2380  bridg  19
2381  bridgett  1
2382  brie  6
2383  brief  63
2384  briefli  24
2385  brig  1
2386  brigad  3
2387  bright  10
2388  brighten  2
2389  brighter  1
2390  brightest  2
2391  brightey  1
2392  brightli  1
2393  brilliant  3
2394  brim  1
2395  bring  126
2396  brink  6
2397  brisk  1
2398  briskli  3
2399  bristl  3
2400  britain  37
2401  brith  1
2402  british  56
2403  briton  3
2404  broad  11
2405  broadbas  2
2406  broadbeam  1
2407  broadbrush  1
2408  broadcast  59
2409  broaden  2
2410  broader  9
2411  broadli  3
2412  broder  1
2413  brokaw  1
2414  broke  91
2415  broken  49
2416  broker  7
2417  brokerag  1
2418  bronco  1
2419  bronxvil  1
2420  bronz  2
2421  brood  1
2422  brook  3
2423  brooklyn  1
2424  broom  1
2425  brother  66
2426  brotherinlaw  6
2427  brought  116
2428  brow  2
2429  brown  15
2430  brownskin  1
2431  broz  1
2432  bruce  1
2433  bruis  7
2434  brunei  22
2435  brunswick  1
2436  brunt  4
2437  brush  5
2438  brussel  6
2439  brutal  16
2440  bryan  4
2441  bryann  1
2442  bryant  1
2443  bu  18
2444  bubbl  1
2445  bubblegum  1
2446  buccan  1
2447  buchanan  7
2448  buck  9
2449  bucket  4
2450  buckl  13
2451  bud  3
2452  budapest  1
2453  buddhist  1
2454  buddi  1
2455  budget  9
2456  budnev  1
2457  budor  1
2458  budsmen  1
2459  budva  1
2460  bueni  1
2461  buf  4
2462  buff  4
2463  buffalo  3
2464  buffer  1
2465  bug  5
2466  bugss  1
2467  build  169
2468  builder  6
2469  buildup  2
2470  built  27
2471  bulatov  7
2472  bulg  1
2473  bulgaria  3
2474  bulk  4
2475  bulkhead  4
2476  bulki  1
2477  bulldoz  25
2478  bullet  8
2479  bulletin  3
2480  bulletproof  5
2481  bulli  3
2482  bullzdoz  1
2483  bum  1
2484  bump  2
2485  bumper  4
2486  bumpi  1
2487  bunch  5
2488  bundl  1
2489  bungl  6
2490  bunk  4
2491  bunker  7
2492  bunkroom  1
2493  bunt  1
2494  buoy  7
2495  buraika  1
2496  burch  1
2497  burden  7
2498  bureau  33
2499  bureaucraci  4
2500  bureaucrat  7
2501  burglar  7
2502  burglari  8
2503  burgsmul  2
2504  buri  85
2505  burial  13
2506  burk  3
2507  burkeclass  2
2508  burkhard  1
2509  burkina  8
2510  burkinab  1
2511  burkl  5
2512  burli  4
2513  burn  46
2514  burnedout  3
2515  burner  2
2516  burnt  3
2517  burri  1
2518  burst  10
2519  burton  5
2520  buse  19
2521  bush  98
2522  bushcheney  2
2523  bushgor  1
2524  bushnel  1
2525  bushquail  1
2526  bushybeard  1
2527  busi  90
2528  busiest  1
2529  busili  1
2530  businessman  54
2531  businessmen  5
2532  buss  1
2533  bust  7
2534  bustamant  1
2535  bustl  4
2536  but  70
2537  butcher  4
2538  butter  1
2539  button  3
2540  buttress  5
2541  buy  44
2542  buyer  2
2543  buzz  6
2544  by  11
2545  bye  1
2546  bypass  5
2547  byrd  6
2548  c  13
2549  c117  1
2550  c130  3
2551  c141  4
2552  c4  5
2553  c9  5
2554  ca  1
2555  cab  2
2556  cabana  1
2557  cabin  2
2558  cabinet  31
2559  cabl  5
2560  cacak  8
2561  cach  2
2562  cadav  1
2563  cadet  1
2564  caeti  1
2565  cafe  4
2566  cafetalon  1
2567  cafeteria  1
2568  cage  5
2569  cagl  1
2570  cahokia  3
2571  cairo  5
2572  caisson  1
2573  cake  5
2574  cal  2
2575  calam  5
2576  calamit  1
2577  calatrava  2
2578  calcul  9
2579  calculu  1
2580  calcutta  3
2581  calderon  1
2582  calena  1
2583  caley  1
2584  calhoun  1
2585  calib  1
2586  calif  6
2587  california  32
2588  calina  1
2589  calix  1
2590  call  363
2591  callahan  1
2592  callen  3
2593  caller  5
2594  callin  1
2595  calloff  1
2596  callou  1
2597  callous  1
2598  calm  38
2599  calmli  1
2600  calvario  6
2601  calvert  1
2602  cambodia  3
2603  camden  1
2604  came  236
2605  camel  3
2606  camera  25
2607  cameraman  3
2608  cameroon  2
2609  camouflag  7
2610  camp  49
2611  campaign  155
2612  campbel  1
2613  campfir  3
2614  campground  1
2615  campu  2
2616  can  316
2617  canada  14
2618  canal  21
2619  canberra  1
2620  cancel  38
2621  cancer  45
2622  candid  135
2623  candidaci  15
2624  candiotti  2
2625  candl  3
2626  candlelight  4
2627  cando  2
2628  candor  2
2629  cane  2
2630  canist  2
2631  cannaday  3
2632  cannistraro  4
2633  cannon  3
2634  canon  1
2635  canopi  2
2636  cant  4
2637  canton  1
2638  cantwel  4
2639  canva  3
2640  canvass  3
2641  cap  19
2642  capabl  25
2643  capac  15
2644  cape  2
2645  capit  159
2646  capitalist  2
2647  capitol  28
2648  capitul  1
2649  capp  1
2650  capriati  33
2651  capsul  2
2652  capt  30
2653  captain  27
2654  captiv  6
2655  captor  4
2656  captur  58
2657  car  97
2658  caraca  2
2659  caravan  3
2660  carbomb  1
2661  carbon  2
2662  card  21
2663  cardboard  1
2664  cardiopulmonari  1
2665  care  84
2666  career  48
2667  careerend  1
2668  careerhigh  1
2669  carefullypreserv  1
2670  caretak  4
2671  carey  1
2672  cargo  12
2673  caribbean  2
2674  carin  1
2675  cario  1
2676  carjack  2
2677  carl  4
2678  carlo  29
2679  carlson  1
2680  carlton  1
2681  carman  1
2682  carmelo  2
2683  carmen  4
2684  carmodi  4
2685  carnahan  66
2686  carnahand  1
2687  carnivallik  1
2688  carol  6
2689  carolina  5
2690  carpent  7
2691  carper  8
2692  carpet  3
2693  carpetbagg  2
2694  carr  1
2695  carri  182
2696  carrier  20
2697  carrol  2
2698  carrot  1
2699  carsiz  1
2700  carson  5
2701  cart  1
2702  carter  10
2703  carthag  2
2704  carv  9
2705  carver  1
2706  case  168
2707  casebycas  1
2708  casetch  1
2709  cash  22
2710  cashier  1
2711  cashstrap  3
2712  casino  1
2713  casket  16
2714  cast  47
2715  castellano  2
2716  castiel  1
2717  castil  1
2718  castleburi  4
2719  castro  8
2720  casual  2
2721  casualti  22
2722  cat  2
2723  cataclysm  1
2724  catalyst  1
2725  catastroph  12
2726  catcal  1
2727  catch  15
2728  catchup  1
2729  cate  4
2730  categor  1
2731  categori  1
2732  caterpillar  2
2733  cathedr  1
2734  catherin  3
2735  cathi  1
2736  cathol  7
2737  cattl  2
2738  caucasian  2
2739  caught  46
2740  caus  132
2741  caution  18
2742  cautiou  19
2743  cautious  2
2744  cave  3
2745  cavern  1
2746  cavort  1
2747  cawl  3
2748  cayman  3
2749  cb  4
2750  cbsnew  1
2751  cbss  1
2752  cd  1
2753  ceas  7
2754  ceasefir  7
2755  ceaselessli  2
2756  ceausescu  1
2757  cecil  1
2758  cedar  2
2759  cede  3
2760  cedomir  1
2761  cedric  6
2762  ceil  2
2763  celebr  83
2764  celebrateor  1
2765  celera  1
2766  celest  1
2767  cell  23
2768  cellblock  1
2769  cellphon  2
2770  cellular  10
2771  cement  6
2772  cementreinforc  1
2773  cemeteri  8
2774  censor  2
2775  censorship  2
2776  cent  1
2777  center  140
2778  centercourt  4
2779  centerleft  1
2780  centerpiec  2
2781  centigrad  1
2782  centimet  1
2783  central  84
2784  centrist  6
2785  centuri  24
2786  ceo  1
2787  ceremoni  52
2788  cerf  9
2789  cerna  3
2790  certain  36
2791  certainli  56
2792  certainti  4
2793  certif  3
2794  certifi  3
2795  cesar  2
2796  cessat  1
2797  cessna  7
2798  cetera  1
2799  cetinj  1
2800  cha  1
2801  chad  1
2802  chadwick  2
2803  chafe  3
2804  chagrin  1
2805  chain  10
2806  chair  17
2807  chairman  55
2808  chairmen  3
2809  chalk  2
2810  challeng  84
2811  chamber  16
2812  chamberlain  2
2813  chameleon  1
2814  champ  9
2815  champion  55
2816  championship  7
2817  chanc  99
2818  chancellor  5
2819  chanda  3
2820  chandeli  2
2821  chandler  6
2822  chandrika  1
2823  chang  144
2824  changeov  9
2825  channel  18
2826  chant  31
2827  chao  36
2828  chaotic  7
2829  chap  2
2830  chapel  4
2831  chaplain  7
2832  chaplin  1
2833  chappaqua  11
2834  chapter  7
2835  char  3
2836  charact  13
2837  character  7
2838  characterist  5
2839  charad  1
2840  charg  193
2841  charisma  2
2842  charit  5
2843  chariti  5
2844  charl  24
2845  charleston  2
2846  charlestown  1
